iShares MSCI USA Equal Weighted ETF
Inception Date,"May 05, 2010"
Fund Holdings as of,"Oct 16, 2018"
Total Net Assets,"194,880,251.74"
Shares Outstanding,"3,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"SYF","SYNCHRONY FINANCIAL","Equity","0.16","30.19","10,354.00","312,587.26","312,587.26","Financials","BP96PS6","US87165B1035","New York Stock Exchange Inc."
"MMC","MARSH & MCLENNAN INC","Equity","0.16","80.33","3,890.00","312,483.70","312,483.70","Financials","2567741","US5717481023","New York Stock Exchange Inc."
"WLTW","WILLIS TOWERS WATSON PLC","Equity","0.16","140.07","2,231.00","312,496.17","312,496.17","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ"
"ALL","ALLSTATE CORP","Equity","0.16","95.14","3,282.00","312,249.48","312,249.48","Financials","2019952","US0200021014","New York Stock Exchange Inc."
"STT","STATE STREET CORP","Equity","0.16","82.27","3,792.00","311,967.84","311,967.84","Financials","2842040","US8574771031","New York Stock Exchange Inc."
"EXR","EXTRA SPACE STORAGE REIT INC","Equity","0.16","86.75","3,596.00","311,953.00","311,953.00","Real Estate","B02HWR9","US30225T1025","New York Stock Exchange Inc."
"MGM","MGM RESORTS INTERNATIONAL","Equity","0.16","27.61","11,295.00","311,854.95","311,854.95","Consumer Discretionary","2547419","US5529531015","New York Stock Exchange Inc."
"CLR","CONTINENTAL RESOURCES INC","Equity","0.16","62.45","4,993.00","311,812.85","311,812.85","Energy","B1XGWS3","US2120151012","New York Stock Exchange Inc."
"TRV","TRAVELERS COMPANIES INC","Equity","0.16","124.75","2,499.00","311,750.25","311,750.25","Financials","2769503","US89417E1091","New York Stock Exchange Inc."
"PH","PARKER-HANNIFIN CORP","Equity","0.16","165.10","1,887.00","311,543.70","311,543.70","Industrials","2671501","US7010941042","New York Stock Exchange Inc."
"CPB","CAMPBELL SOUP","Equity","0.16","38.40","8,113.00","311,539.20","311,539.20","Consumer Staples","2162845","US1344291091","New York Stock Exchange Inc."
"AVY","AVERY DENNISON CORP","Equity","0.16","100.33","3,105.00","311,524.65","311,524.65","Materials","2066408","US0536111091","New York Stock Exchange Inc."
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Equity","0.16","10.00","31,143.00","311,430.00","311,430.00","Financials","2113456","US0357104092","New York Stock Exchange Inc."
"EQIX","EQUINIX REIT INC","Equity","0.16","408.29","762.00","311,116.98","311,116.98","Real Estate","BVLZX12","US29444U7000","NASDAQ"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Equity","0.16","121.86","2,552.00","310,986.72","310,986.72","Real Estate","2333931","US3137472060","New York Stock Exchange Inc."
"FDC","FIRST DATA CORP CLASS A","Equity","0.16","23.76","13,086.00","310,923.36","310,923.36","Information Technology","BYX3ZN1","US32008D1063","New York Stock Exchange Inc."
"SABR","SABRE CORP","Equity","0.16","24.12","12,889.00","310,882.68","310,882.68","Information Technology","BLLHH27","US78573M1045","NASDAQ"
"LPT","LIBERTY PROPERTY REIT TRUST","Equity","0.16","41.06","7,570.00","310,824.20","310,824.20","Real Estate","2513681","US5311721048","New York Stock Exchange Inc."
"HPE","HEWLETT PACKARD ENTERPRISE","Equity","0.16","15.51","20,034.00","310,727.34","310,727.34","Information Technology","BYVYWS0","US42824C1099","New York Stock Exchange Inc."
"VOYA","VOYA FINANCIAL INC","Equity","0.16","47.77","6,503.00","310,648.31","310,648.31","Financials","BKWQ2N2","US9290891004","New York Stock Exchange Inc."
"AFL","AFLAC INC","Equity","0.16","44.18","7,029.00","310,541.22","310,541.22","Financials","2026361","US0010551028","New York Stock Exchange Inc."
"VTR","VENTAS REIT INC","Equity","0.16","55.16","5,628.00","310,440.48","310,440.48","Real Estate","2927925","US92276F1003","New York Stock Exchange Inc."
"SYY","SYSCO CORP","Equity","0.16","70.14","4,421.00","310,088.94","310,088.94","Consumer Staples","2868165","US8718291078","New York Stock Exchange Inc."
"EFX","EQUIFAX INC","Equity","0.16","124.46","2,491.00","310,029.86","310,029.86","Industrials","2319146","US2944291051","New York Stock Exchange Inc."
"CDK","CDK GLOBAL INC","Equity","0.16","57.73","5,365.00","309,721.45","309,721.45","Information Technology","BQXTWQ5","US12508E1010","NASDAQ"
"ABBV","ABBVIE INC","Equity","0.16","91.91","3,369.00","309,644.79","309,644.79","Health Care","B92SR70","US00287Y1091","New York Stock Exchange Inc."
"NKE","NIKE INC CLASS B","Equity","0.16","77.48","3,995.00","309,532.60","309,532.60","Consumer Discretionary","2640147","US6541061031","New York Stock Exchange Inc."
"SCHW","CHARLES SCHWAB CORP","Equity","0.16","48.23","6,416.00","309,443.68","309,443.68","Financials","2779397","US8085131055","New York Stock Exchange Inc."
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Equity","0.16","235.29","1,315.00","309,406.35","309,406.35","Industrials","B40SSC9","US4464131063","New York Stock Exchange Inc."
"USB","US BANCORP","Equity","0.16","50.97","6,062.00","308,980.14","308,980.14","Financials","2736035","US9029733048","New York Stock Exchange Inc."
"L","LOEWS CORP","Equity","0.16","47.06","6,564.00","308,901.84","308,901.84","Financials","2523022","US5404241086","New York Stock Exchange Inc."
"XYL","XYLEM INC","Equity","0.16","71.75","4,300.00","308,525.00","308,525.00","Industrials","B3P2CN8","US98419M1009","New York Stock Exchange Inc."
"VEEV","VEEVA SYSTEMS INC CLASS A","Equity","0.16","95.30","3,235.00","308,295.50","308,295.50","Health Care","BFH3N85","US9224751084","New York Stock Exchange Inc."
"NI","NISOURCE INC","Equity","0.16","25.16","12,252.00","308,260.32","308,260.32","Utilities","2645409","US65473P1057","New York Stock Exchange Inc."
"MKL","MARKEL CORP","Equity","0.16","1,128.71","273.00","308,137.83","308,137.83","Financials","2566436","US5705351048","New York Stock Exchange Inc."
"AGNC","AGNC INVESTMENT REIT CORP","Equity","0.16","18.00","17,114.00","308,052.00","308,052.00","Financials","BYYHJL8","US00123Q1040","NASDAQ"
"PSA","PUBLIC STORAGE REIT","Equity","0.16","199.11","1,547.00","308,023.17","308,023.17","Real Estate","2852533","US74460D1090","New York Stock Exchange Inc."
"TRU","TRANSUNION","Equity","0.16","69.72","4,414.00","307,744.08","307,744.08","Industrials","BYMWL86","US89400J1079","New York Stock Exchange Inc."
"JAZZ","JAZZ PHARMACEUTICALS PLC","Equity","0.16","157.88","1,949.00","307,708.12","307,708.12","Health Care","B4Q5ZN4","IE00B4Q5ZN47","NASDAQ"
"MET","METLIFE INC","Equity","0.16","43.85","7,016.00","307,651.60","307,651.60","Financials","2573209","US59156R1086","New York Stock Exchange Inc."
"CL","COLGATE-PALMOLIVE","Equity","0.16","62.61","4,912.00","307,540.32","307,540.32","Consumer Staples","2209106","US1941621039","New York Stock Exchange Inc."
"DLTR","DOLLAR TREE INC","Equity","0.16","86.50","3,555.00","307,507.50","307,507.50","Consumer Discretionary","2272476","US2567461080","NASDAQ"
"EL","ESTEE LAUDER INC CLASS A","Equity","0.16","128.48","2,393.00","307,452.64","307,452.64","Consumer Staples","2320524","US5184391044","New York Stock Exchange Inc."
"KSS","KOHLS CORP","Equity","0.16","73.40","4,188.00","307,399.20","307,399.20","Consumer Discretionary","2496113","US5002551043","New York Stock Exchange Inc."
"EBAY","EBAY INC","Equity","0.16","32.25","9,530.00","307,342.50","307,342.50","Consumer Discretionary","2293819","US2786421030","NASDAQ"
"FTV","FORTIVE CORP","Equity","0.16","79.78","3,852.00","307,312.56","307,312.56","Industrials","BYT3MK1","US34959J1088","New York Stock Exchange Inc."
"JPM","JPMORGAN CHASE & CO","Equity","0.16","108.62","2,829.00","307,285.98","307,285.98","Financials","2190385","US46625H1005","New York Stock Exchange Inc."
"ODFL","OLD DOMINION FREIGHT LINE INC","Equity","0.16","139.00","2,209.00","307,051.00","307,051.00","Industrials","2656423","US6795801009","NASDAQ"
"BK","BANK OF NEW YORK MELLON CORP","Equity","0.16","49.35","6,220.00","306,957.00","306,957.00","Financials","B1Z77F6","US0640581007","New York Stock Exchange Inc."
"VRSN","VERISIGN INC","Equity","0.16","146.79","2,090.00","306,791.10","306,791.10","Information Technology","2142922","US92343E1029","NASDAQ"
"KHC","KRAFT HEINZ","Equity","0.16","55.44","5,532.00","306,694.08","306,694.08","Consumer Staples","BYRY499","US5007541064","NASDAQ"
"HST","HOST HOTELS & RESORTS REIT INC","Equity","0.16","19.43","15,775.00","306,508.25","306,508.25","Real Estate","2567503","US44107P1049","New York Stock Exchange Inc."
"SPGI","S&P GLOBAL INC","Equity","0.16","189.89","1,614.00","306,482.46","306,482.46","Financials","BYV2325","US78409V1044","New York Stock Exchange Inc."
"NOV","NATIONAL OILWELL VARCO INC","Equity","0.16","42.65","7,186.00","306,482.90","306,482.90","Energy","2624486","US6370711011","New York Stock Exchange Inc."
"BHGE","BAKER HUGHES CLASS A","Equity","0.16","30.84","9,921.00","305,963.64","305,963.64","Energy","BDHLTQ5","US05722G1004","New York Stock Exchange Inc."
"DGX","QUEST DIAGNOSTICS INC","Equity","0.16","102.24","2,985.00","305,186.40","305,186.40","Health Care","2702791","US74834L1008","New York Stock Exchange Inc."
"FLIR","FLIR SYSTEMS INC","Equity","0.16","57.23","5,331.00","305,093.13","305,093.13","Information Technology","2344717","US3024451011","NASDAQ"
"NUE","NUCOR CORP","Equity","0.16","58.95","5,173.00","304,948.35","304,948.35","Materials","2651086","US6703461052","New York Stock Exchange Inc."
"M","MACYS INC","Equity","0.16","33.51","9,100.00","304,941.00","304,941.00","Consumer Discretionary","2345022","US55616P1049","New York Stock Exchange Inc."
"COTY","COTY INC CLASS A","Equity","0.16","11.22","27,147.00","304,589.34","304,589.34","Consumer Staples","BBBSMJ2","US2220702037","New York Stock Exchange Inc."
"EXPE","EXPEDIA GROUP INC","Equity","0.16","121.91","2,498.00","304,531.18","304,531.18","Consumer Discretionary","B748CK2","US30212P3038","NASDAQ"
"ZAYO","ZAYO GROUP HOLDINGS INC","Equity","0.16","32.30","9,428.00","304,524.40","304,524.40","Communication","BRJ3H07","US98919V1052","New York Stock Exchange Inc."
"KMX","CARMAX INC","Equity","0.16","70.76","4,298.00","304,126.48","304,126.48","Consumer Discretionary","2983563","US1431301027","New York Stock Exchange Inc."
"MRVL","MARVELL TECHNOLOGY GROUP LTD","Equity","0.16","18.87","16,114.00","304,071.18","304,071.18","Information Technology","2594653","BMG5876H1051","NASDAQ"
"MS","MORGAN STANLEY","Equity","0.16","45.94","6,618.00","304,030.92","304,030.92","Financials","2262314","US6174464486","New York Stock Exchange Inc."
"SLB","SCHLUMBERGER NV","Equity","0.16","59.68","5,092.00","303,890.56","303,890.56","Energy","2779201","AN8068571086","New York Stock Exchange Inc."
"JBHT","JB HUNT TRANSPORT SERVICES INC","Equity","0.16","113.89","2,668.00","303,858.52","303,858.52","Industrials","2445416","US4456581077","NASDAQ"
"VER","VEREIT INC","Equity","0.16","7.17","42,378.00","303,850.26","303,850.26","Real Estate","BYVVTJ1","US92339V1008","New York Stock Exchange Inc."
"DAL","DELTA AIR LINES INC","Equity","0.16","53.11","5,717.00","303,629.87","303,629.87","Industrials","B1W9D46","US2473617023","New York Stock Exchange Inc."
"CTXS","CITRIX SYSTEMS INC","Equity","0.16","104.14","2,915.00","303,568.10","303,568.10","Information Technology","2182553","US1773761002","NASDAQ"
"ALKS","ALKERMES","Equity","0.16","42.32","7,172.00","303,519.04","303,519.04","Health Care","B3P6D26","IE00B56GVS15","NASDAQ"
"CELG","CELGENE CORP","Equity","0.16","84.28","3,601.00","303,492.28","303,492.28","Health Care","2182348","US1510201049","NASDAQ"
"LII","LENNOX INTERNATIONAL INC","Equity","0.16","203.84","1,487.00","303,110.08","303,110.08","Industrials","2442053","US5261071071","New York Stock Exchange Inc."
"PCAR","PACCAR INC","Equity","0.16","62.94","4,812.00","302,867.28","302,867.28","Industrials","2665861","US6937181088","NASDAQ"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Equity","0.16","68.19","4,440.00","302,763.60","302,763.60","Industrials","2325507","US3021301094","NASDAQ"
"BFB","BROWN FORMAN CORP CLASS B","Equity","0.16","48.25","6,272.00","302,624.00","302,624.00","Consumer Staples","2146838","US1156372096","New York Stock Exchange Inc."
"CTL","CENTURYLINK INC","Equity","0.16","21.00","14,411.00","302,631.00","302,631.00","Communication","2185046","US1567001060","New York Stock Exchange Inc."
"BBY","BEST BUY INC","Equity","0.16","74.81","4,044.00","302,531.64","302,531.64","Consumer Discretionary","2094670","US0865161014","New York Stock Exchange Inc."
"BXP","BOSTON PROPERTIES REIT INC","Equity","0.16","118.02","2,562.00","302,367.24","302,367.24","Real Estate","2019479","US1011211018","New York Stock Exchange Inc."
"PSX","PHILLIPS","Equity","0.16","109.86","2,751.00","302,224.86","302,224.86","Energy","B78C4Y8","US7185461040","New York Stock Exchange Inc."
"NTAP","NETAPP INC","Equity","0.16","77.92","3,878.00","302,173.76","302,173.76","Information Technology","2630643","US64110D1046","NASDAQ"
"FWONK","LIBERTY MEDIA FORMULA ONE CORP SER","Equity","0.16","34.00","8,887.00","302,158.00","302,158.00","Communication","BD8QGD5","US5312298541","NASDAQ"
"AGCO","AGCO CORP","Equity","0.15","56.84","5,314.00","302,047.76","302,047.76","Industrials","2010278","US0010841023","New York Stock Exchange Inc."
"GS","GOLDMAN SACHS GROUP INC","Equity","0.15","221.70","1,362.00","301,955.40","301,955.40","Financials","2407966","US38141G1040","New York Stock Exchange Inc."
"ADSK","AUTODESK INC","Equity","0.15","141.42","2,135.00","301,931.70","301,931.70","Information Technology","2065159","US0527691069","NASDAQ"
"APH","AMPHENOL CORP CLASS A","Equity","0.15","86.31","3,497.00","301,826.07","301,826.07","Information Technology","2145084","US0320951017","New York Stock Exchange Inc."
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Equity","0.15","46.61","6,474.00","301,753.14","301,753.14","Financials","2476193","US4165151048","New York Stock Exchange Inc."
"SHW","SHERWIN WILLIAMS","Equity","0.15","414.93","727.00","301,654.11","301,654.11","Materials","2804211","US8243481061","New York Stock Exchange Inc."
"CB","CHUBB LTD","Equity","0.15","124.89","2,414.00","301,484.46","301,484.46","Financials","B3BQMF6","CH0044328745","New York Stock Exchange Inc."
"OXY","OCCIDENTAL PETROLEUM CORP","Equity","0.15","73.12","4,117.00","301,035.04","301,035.04","Energy","2655408","US6745991058","New York Stock Exchange Inc."
"BAC","BANK OF AMERICA CORP","Equity","0.15","28.53","10,545.00","300,848.85","300,848.85","Financials","2295677","US0605051046","New York Stock Exchange Inc."
"NTRS","NORTHERN TRUST CORP TRUST","Equity","0.15","99.38","3,025.00","300,624.50","300,624.50","Financials","2648668","US6658591044","NASDAQ"
"HFC","HOLLYFRONTIER CORP","Equity","0.15","67.27","4,469.00","300,629.63","300,629.63","Energy","B5VX1H6","US4361061082","New York Stock Exchange Inc."
"FDX","FEDEX CORP","Equity","0.15","226.18","1,328.00","300,367.04","300,367.04","Industrials","2142784","US31428X1063","New York Stock Exchange Inc."
"AFG","AMERICAN FINANCIAL GROUP INC","Equity","0.15","102.08","2,942.00","300,319.36","300,319.36","Financials","2134532","US0259321042","New York Stock Exchange Inc."
"NFX","NEWFIELD EXPLORATION","Equity","0.15","25.34","11,847.00","300,202.98","300,202.98","Energy","2635079","US6512901082","New York Stock Exchange Inc."
"WFC","WELLS FARGO","Equity","0.15","53.73","5,586.00","300,135.78","300,135.78","Financials","2649100","US9497461015","New York Stock Exchange Inc."
"AIG","AMERICAN INTERNATIONAL GROUP INC","Equity","0.15","49.30","6,088.00","300,138.40","300,138.40","Financials","2027342","US0268747849","New York Stock Exchange Inc."
"PNR","PENTAIR","Equity","0.15","39.52","7,594.00","300,114.88","300,114.88","Industrials","BLS09M3","IE00BLS09M33","New York Stock Exchange Inc."
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Equity","0.15","100.33","2,991.00","300,087.03","300,087.03","Industrials","2955733","US9297401088","New York Stock Exchange Inc."
"MCO","MOODYS CORP","Equity","0.15","159.69","1,879.00","300,057.51","300,057.51","Financials","2252058","US6153691059","New York Stock Exchange Inc."
"CSGP","COSTAR GROUP INC","Equity","0.15","397.29","754.00","299,556.66","299,556.66","Industrials","2262864","US22160N1090","NASDAQ"
"COF","CAPITAL ONE FINANCIAL CORP","Equity","0.15","91.63","3,266.00","299,263.58","299,263.58","Financials","2654461","US14040H1059","New York Stock Exchange Inc."
"PAGP","PLAINS GP HOLDINGS CLASS A","Equity","0.15","24.24","12,342.00","299,170.08","299,170.08","Energy","BDGHN95","US72651A2078","New York Stock Exchange Inc."
"NYCB","NEW YORK COMMUNITY BANCORP INC","Equity","0.15","9.88","30,264.00","299,008.32","299,008.32","Financials","2711656","US6494451031","New York Stock Exchange Inc."
"ALV","AUTOLIV INC","Equity","0.15","82.65","3,616.00","298,862.40","298,862.40","Consumer Discretionary","2064253","US0528001094","New York Stock Exchange Inc."
"CIT","CIT GROUP INC","Equity","0.15","49.03","6,093.00","298,739.79","298,739.79","Financials","B4Z73G0","US1255818015","New York Stock Exchange Inc."
"VNO","VORNADO REALTY TRUST REIT TRUST","Equity","0.15","68.62","4,347.00","298,291.14","298,291.14","Real Estate","2933632","US9290421091","New York Stock Exchange Inc."
"FITB","FIFTH THIRD BANCORP","Equity","0.15","26.84","11,101.00","297,950.84","297,950.84","Financials","2336747","US3167731005","NASDAQ"
"GPS","GAP INC","Equity","0.15","27.25","10,933.00","297,924.25","297,924.25","Consumer Discretionary","2360326","US3647601083","New York Stock Exchange Inc."
"PANW","PALO ALTO NETWORKS INC","Equity","0.15","205.00","1,453.00","297,865.00","297,865.00","Information Technology","B87ZMX0","US6974351057","New York Stock Exchange Inc."
"BBT","BB AND T CORP","Equity","0.15","47.09","6,320.00","297,608.80","297,608.80","Financials","2830904","US0549371070","New York Stock Exchange Inc."
"IDXX","IDEXX LABORATORIES INC","Equity","0.15","225.79","1,316.00","297,139.64","297,139.64","Health Care","2459202","US45168D1046","NASDAQ"
"IRM","IRON MOUNTAIN INC","Equity","0.15","32.15","9,237.00","296,969.55","296,969.55","Real Estate","BVFTF03","US46284V1017","New York Stock Exchange Inc."
"JEF","JEFFERIES FINANCIAL GROUP INC","Equity","0.15","21.47","13,823.00","296,779.81","296,779.81","Financials","BG0Q4Z2","US47233W1099","New York Stock Exchange Inc."
"INCY","INCYTE CORP","Equity","0.15","64.91","4,572.00","296,768.52","296,768.52","Health Care","2471950","US45337C1027","NASDAQ"
"SIRI","SIRIUS XM HOLDINGS INC","Equity","0.15","6.31","47,029.00","296,752.99","296,752.99","Communication","BGLDK10","US82968B1035","NASDAQ"
"FFIV","F5 NETWORKS INC","Equity","0.15","169.67","1,749.00","296,752.83","296,752.83","Information Technology","2427599","US3156161024","NASDAQ"
"SLG","SL GREEN REALTY REIT CORP","Equity","0.15","92.69","3,198.00","296,422.62","296,422.62","Real Estate","2096847","US78440X1019","New York Stock Exchange Inc."
"ZION","ZIONS BANCORPORATION","Equity","0.15","48.17","6,151.00","296,293.67","296,293.67","Financials","2989828","US9897011071","NASDAQ"
"MTB","M&T BANK CORP","Equity","0.15","158.73","1,866.00","296,190.18","296,190.18","Financials","2340168","US55261F1049","New York Stock Exchange Inc."
"CTAS","CINTAS CORP","Equity","0.15","189.91","1,559.00","296,069.69","296,069.69","Industrials","2197137","US1729081059","NASDAQ"
"ACGL","ARCH CAPITAL GROUP LTD","Equity","0.15","27.92","10,603.00","296,035.76","296,035.76","Financials","2740542","BMG0450A1053","NASDAQ"
"FB","FACEBOOK CLASS A INC","Equity","0.15","158.78","1,864.00","295,965.92","295,965.92","Communication","B7TL820","US30303M1027","NASDAQ"
"FAST","FASTENAL","Equity","0.15","52.95","5,584.00","295,672.80","295,672.80","Industrials","2332262","US3119001044","NASDAQ"
"PYPL","PAYPAL HOLDINGS INC","Equity","0.15","80.61","3,663.00","295,274.43","295,274.43","Information Technology","BYW36M8","US70450Y1038","NASDAQ"
"UHAL","AMERCO","Equity","0.15","337.13","875.00","294,988.75","294,988.75","Industrials","2028174","US0235861004","NASDAQ"
"TRIP","TRIPADVISOR INC","Equity","0.15","47.66","6,188.00","294,920.08","294,920.08","Communication","B6ZC3N6","US8969452015","NASDAQ"
"ADS","ALLIANCE DATA SYSTEMS CORP","Equity","0.15","213.05","1,384.00","294,861.20","294,861.20","Information Technology","2762030","US0185811082","New York Stock Exchange Inc."
"SIVB","SVB FINANCIAL GROUP","Equity","0.15","294.55","1,001.00","294,844.55","294,844.55","Financials","2808053","US78486Q1013","NASDAQ"
"DLR","DIGITAL REALTY TRUST REIT INC TRUS","Equity","0.15","109.99","2,680.00","294,773.20","294,773.20","Real Estate","B03GQS4","US2538681030","New York Stock Exchange Inc."
"MSCI","MSCI INC","Equity","0.15","156.25","1,884.00","294,375.00","294,375.00","Financials","B2972D2","US55354G1004","New York Stock Exchange Inc."
"NVDA","NVIDIA CORP","Equity","0.15","245.83","1,197.00","294,258.51","294,258.51","Information Technology","2379504","US67066G1040","NASDAQ"
"SEIC","SEI INVESTMENTS","Equity","0.15","56.06","5,246.00","294,090.76","294,090.76","Financials","2793610","US7841171033","NASDAQ"
"FLEX","FLEX LTD","Equity","0.15","12.41","23,697.00","294,079.77","294,079.77","Information Technology","2353058","SG9999000020","NASDAQ"
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Equity","0.15","48.90","6,012.00","293,986.80","293,986.80","Industrials","B3MC7D6","US34964C1062","New York Stock Exchange Inc."
"IEX","IDEX CORP","Equity","0.15","136.80","2,147.00","293,709.60","293,709.60","Industrials","2456612","US45167R1041","New York Stock Exchange Inc."
"WBC","WABCO HOLDINGS INC","Equity","0.15","110.00","2,670.00","293,700.00","293,700.00","Industrials","B23CNQ3","US92927K1025","New York Stock Exchange Inc."
"KIM","KIMCO REALTY REIT CORP","Equity","0.15","15.14","19,386.00","293,504.04","293,504.04","Real Estate","2491594","US49446R1095","New York Stock Exchange Inc."
"BEN","FRANKLIN RESOURCES INC","Equity","0.15","29.60","9,915.00","293,484.00","293,484.00","Financials","2350684","US3546131018","New York Stock Exchange Inc."
"FRC","FIRST REPUBLIC BANK","Equity","0.15","90.75","3,234.00","293,485.50","293,485.50","Financials","B4WHY15","US33616C1009","New York Stock Exchange Inc."
"TXN","TEXAS INSTRUMENT INC","Equity","0.15","102.15","2,872.00","293,374.80","293,374.80","Information Technology","2885409","US8825081040","NASDAQ"
"WMB","WILLIAMS INC","Equity","0.15","26.94","10,889.00","293,349.66","293,349.66","Energy","2967181","US9694571004","New York Stock Exchange Inc."
"GT","GOODYEAR TIRE & RUBBER","Equity","0.15","21.63","13,540.00","292,870.20","292,870.20","Consumer Discretionary","2378200","US3825501014","NASDAQ"
"VMC","VULCAN MATERIALS","Equity","0.15","100.90","2,902.00","292,811.80","292,811.80","Materials","2931205","US9291601097","New York Stock Exchange Inc."
"WDAY","WORKDAY INC CLASS A","Equity","0.15","134.19","2,182.00","292,802.58","292,802.58","Information Technology","B8K6ZD1","US98138H1014","NASDAQ"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Equity","0.15","51.78","5,654.00","292,764.12","292,764.12","Information Technology","B58YSC6","US78467J1007","NASDAQ"
"SEE","SEALED AIR CORP","Equity","0.15","35.40","8,270.00","292,758.00","292,758.00","Materials","2232793","US81211K1007","New York Stock Exchange Inc."
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Equity","0.15","118.65","2,467.00","292,709.55","292,709.55","Information Technology","B1VP7R6","US11133T1034","New York Stock Exchange Inc."
"RHT","RED HAT INC","Equity","0.15","125.60","2,329.00","292,522.40","292,522.40","Information Technology","2447218","US7565771026","New York Stock Exchange Inc."
"SWK","STANLEY BLACK & DECKER INC","Equity","0.15","128.10","2,283.00","292,452.30","292,452.30","Industrials","B3Q2FJ4","US8545021011","New York Stock Exchange Inc."
"RF","REGIONS FINANCIAL CORP","Equity","0.15","17.22","16,981.00","292,412.82","292,412.82","Financials","B01R311","US7591EP1005","New York Stock Exchange Inc."
"PPG","PPG INDUSTRIES INC","Equity","0.15","98.18","2,978.00","292,380.04","292,380.04","Materials","2698470","US6935061076","New York Stock Exchange Inc."
"TIF","TIFFANY","Equity","0.15","114.66","2,550.00","292,383.00","292,383.00","Consumer Discretionary","2892090","US8865471085","New York Stock Exchange Inc."
"URI","UNITED RENTALS INC","Equity","0.15","141.22","2,069.00","292,184.18","292,184.18","Industrials","2134781","US9113631090","New York Stock Exchange Inc."
"TAP","MOLSON COORS BREWING CLASS B","Equity","0.15","60.23","4,847.00","291,934.81","291,934.81","Consumer Staples","B067BM3","US60871R2094","New York Stock Exchange Inc."
"CGNX","COGNEX CORP","Equity","0.15","46.44","6,281.00","291,689.64","291,689.64","Information Technology","2208288","US1924221039","NASDAQ"
"ANSS","ANSYS INC","Equity","0.15","159.00","1,834.00","291,606.00","291,606.00","Information Technology","2045623","US03662Q1058","NASDAQ"
"KSU","KANSAS CITY SOUTHERN","Equity","0.15","105.28","2,768.00","291,415.04","291,415.04","Industrials","2607647","US4851703029","New York Stock Exchange Inc."
"ARW","ARROW ELECTRONICS INC","Equity","0.15","70.54","4,131.00","291,400.74","291,400.74","Information Technology","2051404","US0427351004","New York Stock Exchange Inc."
"F","F MOTOR","Equity","0.15","8.80","33,046.00","290,804.80","290,804.80","Consumer Discretionary","2615468","US3453708600","New York Stock Exchange Inc."
"ALGN","ALIGN TECHNOLOGY INC","Equity","0.15","334.94","868.00","290,727.92","290,727.92","Health Care","2679204","US0162551016","NASDAQ"
"OC","OWENS CORNING","Equity","0.15","51.20","5,664.00","289,996.80","289,996.80","Industrials","B1FW7Q2","US6907421019","New York Stock Exchange Inc."
"CMG","CHIPOTLE MEXICAN GRILL INC","Equity","0.15","433.95","668.00","289,878.60","289,878.60","Consumer Discretionary","B0X7DZ3","US1696561059","New York Stock Exchange Inc."
"HBAN","HUNTINGTON BANCSHARES INC","Equity","0.15","14.28","20,290.00","289,741.20","289,741.20","Financials","2445966","US4461501045","NASDAQ"
"MAC","MACERICH REIT","Equity","0.15","51.38","5,637.00","289,629.06","289,629.06","Real Estate","2543967","US5543821012","New York Stock Exchange Inc."
"MNST","MONSTER BEVERAGE CORP","Equity","0.15","53.10","5,453.00","289,554.30","289,554.30","Consumer Staples","BZ07BW4","US61174X1090","NASDAQ"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Equity","0.15","35.56","8,139.00","289,422.84","289,422.84","Financials","BNBRDD4","US31620R3030","New York Stock Exchange Inc."
"SPLK","SPLUNK INC","Equity","0.15","105.91","2,732.00","289,346.12","289,346.12","Information Technology","B424494","US8486371045","NASDAQ"
"STLD","STEEL DYNAMICS INC","Equity","0.15","40.26","7,180.00","289,066.80","289,066.80","Materials","2849472","US8581191009","NASDAQ"
"EWBC","EAST WEST BANCORP INC","Equity","0.15","55.95","5,165.00","288,981.75","288,981.75","Financials","2487407","US27579R1041","NASDAQ"
"TROW","T ROWE PRICE GROUP INC","Equity","0.15","101.96","2,834.00","288,954.64","288,954.64","Financials","2702337","US74144T1088","NASDAQ"
"TPR","TAPESTRY INC","Equity","0.15","44.47","6,495.00","288,832.65","288,832.65","Consumer Discretionary","BF09HX3","US8760301072","New York Stock Exchange Inc."
"SNPS","SYNOPSYS INC","Equity","0.15","89.24","3,233.00","288,512.92","288,512.92","Information Technology","2867719","US8716071076","NASDAQ"
"KEY","KEYCORP","Equity","0.15","18.58","15,521.00","288,380.18","288,380.18","Financials","2490911","US4932671088","New York Stock Exchange Inc."
"AKAM","AKAMAI TECHNOLOGIES INC","Equity","0.15","65.20","4,423.00","288,379.60","288,379.60","Information Technology","2507457","US00971T1016","NASDAQ"
